Entity Name,Alternative Name,Type,Tag
Tablet,,"Emperor’s, adored with incense",No
Tablets of Authority,,Golden (/Páizah/),No
Tablets of Authority,,presented by Khan to Polos,No
Tablets of Authority,,lion’s head and gerfalcon,No
Tablets of Authority,,"bestowed on distinguished captains, inscription",No
Tablets of Authority,,cat’s head,No
Tablets of Authority,,granted to governors of different rank,No
Tablets of Authority,,—— worshipped by Cathayans,No
Tabriz,Tauris,,Location
Tachindo,,/see/ Ta-ts’ien-lu,No
Tacitus,,"/Claustra Caspiorum/, Pass of Derbend",Location
Tactics,,Tartar,No
Tacuin,,,No
Tadinfu,,,No
Taeping Insurrection and Devastations,,,No
Taeping,Taiping,Sovereigns’ effeminate customs,Location
Taffetas,,,No
Taft,,"near Yezd, turquoise at",Location
Tafurs,,,No
Tagachar,,,No
Tagaung,,,No
Tagharma Pass,,,Location
Taghdúngbásh ,,River,Location
Taianfu,T’ai-yuan-fu,king of N. China,Person
Taiani,,,No
Taican,,/see/ Talikan,Location
Taichau,Tigu,,Location
T’aiching-Kwan,,,No
Taidu,,"Daitu, Tatu, Kúblái’s new city of Cambaluc",Location
Taikung,,/see/ Tagaung,No
Tailed men,,in Sumatra,No
Tailed men,,elsewhere,No
Tailed men,,English,No
Tailors,,none in Maabar,No
Taimúni tribe,,,No
Taiting-fu,Tadinfu,or Yenchau,No
Taitong-fu,,see Tathung,No
Tai-tsu,,Emperor,Person
T’ai Tsung,,Emperor,NP
Tatyang Khan,,king of the Naimans,Person
Tajiks of Badakhshan,,great topers,No
Takfúr,,,No
Takhtapul,,,No
Táki-uddin,,Abdu-r Rahmán,No
Takla–Makan,,,No
Talains,,,No
Talas ,,River,Location
Tali,,gold mines,No
Talifu,Carajan,,Location
Talikan,,Thaikan (Taican),Location
Tallies,,record by,No
Tamarind,,pirates use of,No
Tamerlan,,,No
Tana,Azov,,Location
Tana,,"—— near Bombay, kingdom of",Location
Tana–Maiambu,,,Location
Tana–Malayu,,,Location
Tánasi cloth,,,No
Tanduc,,see Tenduc,Location
T’ang dynasty,,,No
Tangnu Oola,,branch of Altai,Location
Tangut,,"Chinese Si Hia, or Ho Si",Location
Tangut,,five invasions of,Location
Tangutan,,term applied to Tibetan speaking people round the Koko-nor,No
Tanjore,,,Location
Tanjore,,Suttee at,Location
Tanjore,,Pagoda at,Location
Tanjore,,fertility of,Location
Tánkíz Khan,,applied to Chinghiz,Person
Tanpiju,Shaohing,,No
Tantras,,"Tantrika, Tantrists",No
Tao-lin,,a Buddhist monk,Person
Tao-sze,Taossé,sect,No
Tao-sze,Taossé,female idols of the,No
Ta-pa-Shan range,,,No
Taprobana,,mistakes about,No
Tarakai,,,No
Tarantula,,,No
Tarantula,,/Tarcasci/,No
Tarem,,or Tarum,No
Tares of the parable,,,No
Taríkh-i-Rashídí,,,No
Tarmabala,,Kúblái’s grandson,No
Tarmabala,,"/Tarok/, Burmese name for Chinese",No
Tarok Man and Tarok Myo,,,No
Tartar language,,,No
Tartar language,,"on Tartar, its correct form",No
Tartar language,,misuse by Ramusio,No
Tartars,,,No
Tartars,,different characters used by,No
Tartars,,identified with Gog and Magog,No
Tartars,,ladies,No
Tartars,,their first city,No
Tartars,,"original country, tributary to Prester John",No
Tartars,,revolt and migration,No
Tartars,,earliest mention of the word,No
Tartars,,make Chinghiz their king,No
Tartars,,his successors,No
Tartars,,their customs and religion,No
Tartars,,houses,No
Tartars,,waggons,No
Tartars,,chastity of their women,No
Tartars,,"polygamy, etc.",No
Tartars,,their gods and idols,No
Tartars,,their drink (Kumiz),No
Tartars,,cloths,No
Tartars,,"arms, horses, and war customs",No
Tartars,,military organization,No
Tartars,,sustenance on rapid marches,No
Tartars,,blood-sucking,No
Tartars,,portable curd,No
Tartars,,tactics in war,No
Tartars,,degeneracy,No
Tartars,,administration of justice,No
Tartars,,laws against theft,No
Tartars,,posthumous marriage,No
Tartars,,the cudgel,No
Tartars,,Rubruquis’ account of,No
Tartars,,Joinville’s,No
Tartars,,custom before a fight,No
Tartars,,want of charity to the poor,No
Tartars,,"conquerors of China, history of",No
Tartars,,excellence in archery,No
Tartars,,objection to meddling with things pertaining to the dead,No
Tartars,,admiration of the Polo mangonels,No
Tartars,,employment of military engines,No
Tartars,,their cruelties,No
Tartars,,arrows,No
Tartars,,marriage customs,No
Tartars,,—— in the Far North,No
Tartars,,"—— of the Levant, see Levant",No
Tartars,,"—— of the Ponent, see Ponent",No
Tartary cloths,,,No
Tarungares,,tribe,Location
Tásh Kurgán,,,No
Tataríya coins,,,No
Tathung,,or Taitongfu,No
Ta-t’sien-lu,,"or Tachindo, Tartsédo",No
Ta Tsing ,,River,Location
Tattooing,,,No
Tattooing,,artists in,No
Tatu,Taichu,,No
Tatu,,—— River,Location
Tauris,,see Tabriz,Location
Taurizi,,Torissi,Location
Tawálisi,,,No
Taxes,,"see Customs, Duties",No
Tchakiri Mondou,Modun,,No
Tchakiri Mondou,,"/Tchekmen/, thick coarse cotton stuff",No
Tea-houses at Kingszé,,,No
Tea trees in E. Tibet,,,No
Tebet,,/see/ Tibet,Location
Tedaldo,,/see/ Theobald,No
Teeth,,custom of casing in gold,No
Teeth,,—— of Adam or of Buddha,No
Teeth,,"—— conservation of, by Brahmans",No
Tegana,,,No
Teghele,,Atabeg of Lúr,No
Teimur,Temur,Kúblái’s grandson and successor,Person
Tekla,,Hamainot,No
Tekrit,,,No
Telingana,,/see/ Tilinga,Location
Telo Samawe,,,No
Tembul,Betel,chewing,No
Temkan,,Kúblái’s son,Person
Temple,,connection of Cilician Armenia with Order of,No
Temple,,—— Master of the,No
Temple’s account of the Condor,,,No
Temujin,,/see/ Chinghiz,Person
Tenduc,,"or Tanduc, plain of",Location
Tenduc,,province of,Location
Tengri,,Supreme deity of Tartars,No
Tennasserim,,,No
Tennasserim,,(Tanasari),No
Tents,,the Khan’s,No
Terebinth,,,No
Terebinth,,of Mamre,No
Terebinth,,"/Terlán/, goshawk",No
Terra Mountains,,,No
Terra Australis,,,No
Te–Tsung,,Emperor,Person
Thai,,Great and Little,No
Thai,,race,No
Thaigin,,,No
Thai-yuanfu,Taianfu,,No
Thai-yuanfu,,"/Thard-wahsh/, /see/ Patterns, Beast and Bird",No
Theft,,Tartar punishment of,No
Theistic worship,,,No
Thelasar,,,No
Theobald,,or Tedaldo of Piacenza,Person
Theobald,,chosen Pope as Gregory X.,Person
Theobald,,sends friars with the Polos and presents,Person
Theodorus,,king of Abyssinia,Person
Theodosius the Great,,,Person
Theophilus,,Emperor of Constantinople,Person
Theophilus,,—— missionary,Person
Thévenot,,/Travels/,No
Thian Shan,,,No
Thianté-Kiun,,,No
Thin l’Evêque,,siege of,No
Thin l’Evêque,,/Thinae/ of Ptolemy,No
Tholoman,,/see/ Coloman,Location
Thomas,,Edward,Person
Thomas,,"—— of Mancasola, Bishop of Samarcand",Person
Thread,,Brahmanical,No
Three kingdoms,,,No
Threshold,,a great offence to step on the,No
Thurán Shah’s History of Hormuz,,,No
Tibet,Tebet,province,Location
Tibet,,boundary of,Location
Tibet,,its acquisition by Mongols,Location
Tibet,,organisation under Kúblái,Location
Tibet,,dogs of,Location
Tibetan language and character,,,No
Tibetan language and character,,origin of the Yue-chi,No
Tibetans,,,No
Tibetans,,superstitions of,No
Tibetans,,"and Kashmiris (Tebet and Keshimur), sorceries of",No
Tibetans,,accused of cannibalism,No
Tides in Hang-chau estuary,,,No
Tierce,,"half tierce, etc., hours of",No
Tiflis,,,No
Tigado,,Castle of,No
Tigers,,,No
Tigers,,trained to the chase,No
Tigers,,in Cuncun,No
Tigers,,in Caindu,No
Tigers,,Kwei-chau,No
Tigers,,(/See/ also Lions.),No
Tigris,Volga,River,Location
Tigris,,at Baghdad,Location
Tigúdar,Acomat Soldan,,Person
Tiju,,,No
Tiles,,enamelled,No
Tilinga,,"Telingana, Tiling, Telenc",Location
Tiling,,,No
Timur of Toumen,,chief of the Nikoudrians,Person
Timur the Great,,,No
Timurids,,the,No
Ting,,10 taels of silver = tael of gold,No
Tinju,,,No
Tinnevelly,,,No
Tithe on clothing material,,,No
Tithing men,,Chinese (/Pao-kia/),No
Titus,,Emperor,Person
Tjajya,,/see/ Choiach,No
Toba race,,,No
Toctai,,"king, /see/ Toktai",Person
Tod,,Colonel James,Person
Toddy,,/see/ Wine of Palm,No
Togan,,,Person
Toghontemur,,last Mongol Emperor,Person
Toghontemur,,his wail,Person
Toghrul I,,,Person
Toghrul I,,—— Shah of Kermán,Person
Togrul Wang Khan,,/see/ Prester John,Person
Toka Tumir,,,Person
Tokát,,,No
Toktai Khan,Toctai,Lord of the Ponent),Person
Toktai Khan,,wars with Noghai,Person
Toktai Khan,,his symbolic message,NP
Tolan-nur,Dolonnúr,,No
Toleto,,"John de, Cardinal Bishop of Portus",Person
Tolobuga,,,No
Toman ,Tuman,"etc.), Mongol word for 10,000",No
Tongking,,Tungking,No
Tooth-relique of Buddha,,,No
Tooth-relique of Buddha,,history of,No
Torchi,,"Dorjé, Kúblái’s first-born",Person
Tornesel,,,No
Toro ,,River,Location
Torshok,,,No
Torture by constriction in raw hide,,,No
Torture by constriction in raw hide,,"/Toscaul, toskáúl/ (/toscaol/), watchman",No
Tournefort,,on cold at Erzrum,No
Tower and Bell Alarm at Peking,,,No
Tower and Bell Alarm at Peking,,at Kinsay,No
Toyan,,,No
Trade at Layas,,,No
Trade at Layas,,by Baghdad,No
Trade at Layas,,at Tauris,No
Trade at Layas,,at Cambaluc,No
Trade at Layas,,in Shan-si,No
Trade at Layas,,on the Great Kiang,No
Trade at Layas,,at Chinangli,No
Trade at Layas,,at Sinju Matu,No
Trade at Layas,,Kinsay,No
Trade at Layas,,Fu-chau,No
Trade at Layas,,Zayton,No
Trade at Layas,,Java,No
Trade at Layas,,Malaiur,No
Trade at Layas,,Cail,No
Trade at Layas,,Coilum,No
Trade at Layas,,Melibar,No
Trade at Layas,,Tana,No
Trade at Layas,,Cambaet,No
Trade at Layas,,Kesmacoran,No
Trade at Layas,,Socotra,No
Trade at Layas,,—— of India with Hormuz,No
Trade at Layas,,with Egypt by Aden,No
Trade at Layas,,with Esher,No
Trade at Layas,,with Dofar,No
Trade at Layas,,with Calatu,No
Trades in Manzi,,alleged to be hereditary,No
Trades in Manzi,,/Tramontaine/,No
Transmigration,,,No
Traps for fur animals,,,No
Travancore,,,Location
Travancore,,Rajas of,Location
Treasure of Maabar kings,,,No
Trebizond,,,Location
Trebizond,,"Emperors of, and their tails",Location
Trebuchets,,,No
Trees,,of the Sun and Moon,No
Trees,,superstitions about,No
Trees,,by the highways,No
Trees,,camphor,No
Trees,,producing wine,No
Trees,,producing flour (sago),No
Trees,,/Tregetoures/,No
Trench,,Archbishop,No
Trevisano,,Azzo,No
Trevisano,,"—— Marc’ Antonio, Doge",No
Trincomalee,,,No
Tringano,,,No
Trinkat,,,Person
Trinkat,,"‘Trusty lieges,’ devoted comrades of king of Maabar",Person
T’sang-chau,,,Person
T’sang-chau,,/T’siang-kiun/ (‘General’),Person
T’sien T’ang ,,River,Location
T’sien T’ang,,bore in,Location
T’si-nan-fu,Chinangli,,No
T’sing-chau,,,No
T’sing-ling range,,,No
T’si-ning-chau,,,No
Tsin-tsun,,,No
Tsiuan-chau,,"T’swanchau, see Zayton",Location
Tsongkhapa,,Tibetan Reformer,Person
Ts’uan-chou,,see Zayton,Location
Tsukuzi in Japan,,,No
Tsung-ngan-hien,,,No
Tsushima,,Island,Location
Tuan,,"Prince, chief of the Boxers",Person
Tuan,,"/Tuc, tuk, tugh/, commanders of 100,000, horse-tail or yak-tail",Person
Tuan,,standard,Person
Tudai,,Ahmad Khan’s wife,Person
Tudai–Mangku,"Totamangu,Totamangul",,Person
Tu-fan,,ancient name of Tibet,Location
Tughan,,"Tukan, Kúblái’s son",Person
Tughlak Shah,,of Delhi (a Karaunah),Person
Tuktuyai Khan,,,Person
Tu-ku-hun,,,No
Tuli,,"or Tulin, fourth son of Chinghiz",Person
Tuman,,see Toman,Location
Tumba,,Angelo di,No
Tumba,,Marco di,No
Tún,,city of E. Persia,Location
Tung-‘an in Fokien,,,No
Tung-‘an in Fokien,,"/Tungani/, or Converts, Mahomedans in N. China and Chinese Turkestan",No
Tung-chau,Tinju,,No
Tung-hwang-hien,,ancient Shachau,Location
Tung-kwan,,fortress of the Kin sovereigns,Location
Tung-kwan,,/Tung-lo/ (Kumiz),Location
Tunguses,,,No
Tunny fish,,,No
Tun-o-kain,Tunocain,kingdom of Persia,Location
Turbit,,,No
Turcomania,,Anatolian Turkey,Location
Turgaut,,day-watch,No
Turkey,,Great (Turkestan),No
Turkistan chiefs send mission to kings of India,,,No
Turkmans and Turks,,distinction between,No
Turkmans and Turks,,horses,No
Turks,,ancient mention of,No
Turks,,friend of Polo’s,No
Turks,,and Mongols,No
Turmeric,,,No
Turner,,"Lieutenant Samuel, describes Yak of Tartary",Person
Turquans,,Turkish horses,No
Turquoises in Kermán,,,No
Turquoises in Kermán,,in Caindu,No
Turtle doves,,,No
Turumpak,,Hormuz,Location
Tutia,Tutty,preparation of,No
Tuticorin,,,No
Tu T’song,,Sung Emperor of China,No
Tver,,,No
Twelve,,a favourite round number,No
Twelve,,—— Barons over Khan’s Administration,No
Twigs or arrows,,divination by,No
Tyuman,,,No
Tyunju,,porcelain manufacture,Person
Tylor,,"Dr. E.B., on /Couvade/",Person
Tzarev,,,No
Tzaritzyn,,,No
Tzaritzyn,,,No
Ucaca,"Ukak,Ukek, Uwek",,Location
Ucaca,,"Ukák of Ibn Batuta, a different place",Location
Uch-baligh,,,No
Uch–Multán,,,No
Udoe country,,,No
Udong,,,No
Udyána,,,No
Ughuz,,legend of,Location
Uighúr character,,parent of present Mongol writing,No
Uighúrs,,the,No
Uiraca,,,No
Uirad,,/see/ Oirad,No
Ujjain,,legend of,Location
Ujjain,,(/Ozene/),Location
Ukak,,,No
Ulatai,Oulatay,Tartar envoy from Persia,Person
Ulakhai,,,No
Ulan Muren,Red River,,Location
Ulugh Bagh,,on Badakhshan border,No
Ulugh Bagh,,—— Mohammed,No
Ulús,,the,No
U-man and Pe-man ,,,No
Umbrellas,,,No
Unc Can,Aung Khan,/see/ Prester John,Person
Ung,Ungkút,Tartar tribe.,Location
Ungrat ,Kungurat,Tartar tribe,Location
Unicorn,,in Burma,No
Unicorn,,Sumatra,No
Unicorn,,legend of Virgin and,No
Unicorn,,horns of,No
Unken,,City,Location
Unlucky hours,,,No
U-nya-Mwezi superstition,,,No
Urduja,,Princess,Person
Uriangkadai,,,No
Uriangkút,Tunguses,,No
Urianhai,,the,No
Urumtsi,,,No
Urzú,,,No
Uspenskoye ,,,No
Uttungadeva,,king of Java,Person
Uwek,,/see/ Ucaca,Location
Uzbeg Khan of Sarai,,,No
Uzbegs of Kunduz,,,No
Uzun Tati,,"coins, Chinese porcelain from",No
Uzun Tati,,,No
Vair,,the fur and animal,No
Vair,,—— as an epithet of eyes,No
Valaghir ,,district,Location
Vámbéry,,Prof. Hermann,Person
Vanchu ,Wangchu,conspires with Chenchu against Ahmad,Person
Van ,,Lake,Location
Varaegian,,Varangian,No
Varaha Mihira,,astronomer,Location
Vardoj ,,River,Location
Vardoj,,/Varini/,Location
Varsach,,or Mashhad River,Location
Varsach,,/Vasmulo/,Location
Varsach,,/Vateria Indica/,Location
Veil of the Temple,,[Greek: péplos babylónios],No
Vellalars,,,No
Venádan,,title of king of Kaulam,Person
Venetians,,factory at Soldaia,No
Venetians,,expelled from Constantinople,No
Venice,,,Location
Venice,,return of Polos to,Location
Venice,,its exaltation after Latin conquest of Constantinople,Location
Venice,,its nobles,Location
Venice,,Polo’s mansion at,Location
Venice,,galleys,Location
Venice,,archives at,Location
Venice,,articles brought from East by Marco to,Location
Ventilators at Hormuz,,,No
Verlinden,,Belgian missionary,No
Verlinden,,/Verniques/,No
Verlinden,,/Verzino Colombino/. (/See/ also Brazil.),No
Vessels,,war,No
Vessels,,stitched of Kermán ([Greek: ploiária rhaptá]),No
Vessels,,(/See/ also Ships.),No
Vial,,"Paul, French missionary",No
Vijayanagar,,,Location
Vikramajit,,legend of,Person
Vikrampúr,,,Location
Villard de Honnecourt,,Album of,No
Vincent of Beauvais,,,No
Vincenzo,,P,No
Vineyards,,in Taican,No
Vineyards,,Kashgar,No
Vineyards,,Khotan,No
Vineyards,,in N. China,No
Vinson,,"Prof., on /Couvade/",Person
Virgin of Cape Comorin,,,No
Visconti,"Tedaldo, or Tebaldo", /see/ Theobald of Piacenza,Location
Vissering,,on /Chinese Currency/,No
Vochan,"Unchan,Yungchan",,Location
Vochan,,battle there,Location
Vogels,,J,No
Vokhan,,/see/ Wakhán,Location
Volga,,called Tigris,Location
Vos,,Belgian Missionary,No
Vughin,,,No
Vuju in Kiangnan,,,No
Vuju in Kiangnan,,—— in Chekiang,No
Vuju in Kiangnan,,,No
Wadoe tribe,,,No
Wakf,,,No
Wakhán,Vokhan,dialect,Location
Wakhán,,—— Mountains,Location
Wakhjír Pass,,,Location
Wakhijrui Pass,,/see/ Wakhjír Pass,Location
Wakhsh,,branch of the Oxus,No
Wakhtang II,,king of Georgia,Person
Walashjird,,,No
Wallachs,,,No
Wall of Alexander ,,,No
Wall of Alexander ,,—— of Gog and Magog (i.e. China),No
Walnut-oil,,,No
Wami,,,Location
Wami,,"/Wang/, Chinese silk",Location
Wang,,king of Djungar,Person
Wangchu,,/see/ Vanchu,Person
Wapila,,,No
Warangol Ku,,,No
Warangs,,,No
Warner,,Dr,Person
War vessels,,Chinese,No
Wassáf,,the historian,Person
Wassáf,,his character of the Karaunahs,Person
Wassáf,,notices of Hormuz,Person
Wassáf,,eulogy of Kúblái,Person
Wassáf,,story of Kúblái,Person
Wassáf,,his style,Person
Wassáf,,account of taking of Siang-yang,Person
Wassáf,,of Kinsay,Person
Wassáf,,Maabar,Person
Wassáf,,horse trade to India,Person
Wassáf,,treatment of them there,Person
Wassáf,,extract from his history,Person
Water,,bitter,No
Water,,—— custom of lying in,No
Water,,consecration by Lamas,No
Water,,—— Clock,No
Wathek,,Khalif,Person
Wa-tzu,,Lolo slaves,No
Weather-conjuring,,,No
Wei dynasty,,,No
Weights and measures,,,No
Wei-ning,,,No
Wei River in Shen-si,,,Location
Wei River in Shen-si,,—— in Shan-tung,Location
Wen ,,River,Location
Wen-chow,,,No
Westermarck,,/Human Marriage/,No
Whale oil,,including spermaceti,No
Whales,,,No
Whales,,in Socotra,No
Whales,,Madagascar,No
Whales,,species of Indian Ocean,No
Whales,,sperm (Capdoille),No
Wheaten bread not eaten,,,No
Wheaten bread not eaten,,at Yachi,No
White bears,,,No
White bears,,"—— bone, Chinese for Lolos",No
White bears,,—— camels,No
White bears,,"—— City, meaning of term among Tartars",No
White bears,,"—— City, of Manzi frontier",No
White bears,,—— Devils,No
White bears,,—— Feast at Kúblái’s City,No
White bears,,—— Horde,No
White bears,,—— horses and mares,No
White bears,,offered to Khan,No
Whittington and his cat in Persia,,,No
Wild asses and oxen,,/see/ Asses and Oxen,No
William of Tripoli,,Friar,No
William of Tripoli,,his writings,No
Williams,,"Dr. S.W., on the Chinese year",Person
Williams,,on elephants at Peking,Person
Williamson,,Rev. A,Person
Wilson,,General Sir C,Person
Wind,,poison (Simúm),No
Wind,,monsoons,No
Wine,,"of the vine, Persians lax in abstaining from",No
Wine,,—— boiled,No
Wine,,—— of ancient Kapisa,No
Wine,,Khotan,No
Wine,,at Taianfu,No
Wine,,imported at Kinsay,No
Wine,,—— rice (/Samshu or darásún/),No
Wine,,and of wheat,No
Wine,,at Yachi,No
Wine,,"spices, etc., in Caindu",No
Wine,,Kien-ch’ang,No
Wine,,Cangigu,No
Wine,,Coloman,No
Wine,,Kinsay,No
Wine,,—— Palm (toddy),No
Wine,,—— from sugar,No
Wine,,—— date,No
Wine,,"—— (unspecified), at Khan’s table",No
Wine,,not used in Ma’bar,No
Wine,,nor by Brahmans,No
Wine,,“Winter” used for “rainy season”,No
Wo-fo-sze,,“Monastery of the lying Buddha”,No
Wolves in Pamir,,,No
Women,,Island of,No
Women,,of Kerman,No
Women,,their embroidery,No
Women,,mourners,No
Women,,"of Khorasan, their beauty",No
Women,,of Badakhshan,No
Women,,Kashmir,No
Women,,Khotan,No
Women,,"Kamul, fair and wanton",No
Women,,Tartar good and loyal,No
Women,,"Erguiul, pretty creatures",No
Women,,of the town,No
Women,,"of Tibet, evil customs",No
Women,,Caindu,No
Women,,"Carajan; Zardandan, /couvade/",No
Women,,Anin,No
Women,,"Kinsay, charming",No
Women,,respectful treatment of,No
Women,,"Kelinfu, beautiful",No
Women,,"Zanghibar, frightful",No
Wonders performed by the Bacsi,,,No
Wood,,"Lieutenant John, Indian Navy",No
Wood,,his elucidations of Polo in Oxus regions,No
Wood-oil,,,No
Wool,,Salamander’s,No
Worship of Mahomet ,,,No
Worship of Mahomet ,,—— of fire,No
Worship of Mahomet ,,Tartar,No
Worship of Mahomet ,,Chinese,No
Worship of Mahomet ,,—— of first object seen in the day,No
Worshipping the tablets,,,No
Wu-chau,Vuju,,No
Wukiang-hien,Vughin,,No
Wüsus,,"or Wesses, people of Russia",No
Wu-ti,,Emperor,Person
Wylie,,Alexander,Person
Wylie,,,Person
Wylie,,/Xanadu/,Person
Xavier,,at Socotra,No
Xerxes,,,No
Xerxes,,,No
Ya-chau,,,No
Yachi,Yun-nan-fu,city,Location
Yachi ,,"/Yadah, Jadagari, Jadah-tásh/, science and stone of weather-conjurer",No
Yaik ,,River,Location
Yájú,,"and Májúj, /see/ Gog and Magog",No
Yak,,,No
Yak,,their tails carried to Venice,No
Yak,,used in India for military decorations,No
Ya’kúb Beg of Kasghar,,,No
Yakuts,,,No
Yalung ,,River,Location
Yam,,or Yamb (a post-stage or post-house),No
Yamgán,,,No
Yang-chau,Yanju,city,Location
Yang-chau,,Marco’s government there,Location
Yarbeg of Badakhshan,,,No
Yarkand,Yarcan,,Location
Yarkand,,/Yarligh and P’aizah/,Location
Yasdi,Yezd,,Location
Yasdi,,—— silk tissue,Location
Yasdi,,"/Yashm/, jade",Location
Yasodhara,,bride of Sakya Sinha,Person
Yavanas,,,No
Yazdashir,,,No
Ydifu,,,No
Year,,Chinese,No
Year,,Mongol and Chinese cycle,No
Yelimala,,/see/ Monté d’Ely,No
Yeliu Chutsai,,statesman and astronomer,No
Yellow,,or orthodox Lamas,No
Yemen,,,No
Yeng-chau,,,Person
Yeng-chau ,,—— (in Che-kiang),Person
Yen-king,Old Peking,,Person
