chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Verb subject	Verb object	Verb object2	Tagged sentence
1	PART 1	49	On the Province of Egrigaia	721	Now let us go to Tenduc, in the territory of Prester John.		Prester John	Tenduc	go	us			"Now let us <motion-vb fn-frame=""Motion"">go</motion-vb> to <loc fe=goal>Tenduc</loc>, in the territory of Prester John."
1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	722	Tenduc is a province towards the east,where there are cities and castles, and the chief one bears the same name.	Tenduc,Cianganor		Tenduc					Tenduc is a province towards the east,where there are cities and castles, and the chief one bears the same name.
1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	723	The people belong to the great khan, like all those formerly subject to Prester John.		Khan,Prester John						The people belong to the great khan, like all those formerly subject to Prester John.
1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	724	In this province there is a king named George, descended from that prince, and who indeed enjoys his power.		George						In this province there is a king named George, descended from that prince, and who indeed enjoys his power.
1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	725	He holds the land under the khan, but only a part of that which was possessed by his ancestor.		Khan						He holds the land under the khan, but only a part of that which was possessed by his ancestor.
1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	726	I assure you, however, that the khans have often given their daughters and female relations to the reigning kings of this line.								I assure you, however, that the khans have often given their daughters and female relations to the reigning kings of this line.
1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	727	In this province are found the stones whence azure is made ; 								In this province are found the stones whence azure is made ; 
1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	728	they are plentiful and good.								they are plentiful and good.
1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	729	Camlets, too, are woven of camels' hair.								Camlets, too, are woven of camels' hair.
1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	730	The natives live on cattle and the fruits of the earth, and have likewise some merchandise and manufactures.								The natives live on cattle and the fruits of the earth, and have likewise some merchandise and manufactures.
1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	731	The Christians, as already mentioned, are masters of the land ;								The Christians, as already mentioned, are masters of the land ;
1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	732	but there are also idolaters and worshippers of Mohammed.		Mohammed						but there are also idolaters and worshippers of Mohammed.
1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	733	There is likewise a people called Argon, meaning in French Guasmul, that is, mixed of two different races.		Argon,Guasmul						There is likewise a people called Argon, meaning in French Guasmul, that is, mixed of two different races.
1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	734	They are handsomer than the others, more prudent and commercial.								They are handsomer than the others, more prudent and commercial.
1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	735	Know that in this province was the chief seat of Prester John, when he ruled over the Tartars and all the surrounding countries ;		Prester John						Know that in this province was the chief seat of Prester John, when he ruled over the Tartars and all the surrounding countries ;
1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	736	 and this George is the sixth in succession from him.		George						 and this George is the sixth in succession from him.
1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	737	This, too, is the place which we in our country call Gog and Magog, but they call it Ung and Mungul ;			Gog and Magog,Ung and Mungul					This, too, is the place which we in our country call Gog and Magog, but they call it Ung and Mungul ;
1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	738	and in each province was a different race of people,-in Ung were the Gog, and in Mungul dwelt the Tartars.			Ung,Mungul					and in each province was a different race of people,-in Ung were the Gog, and in Mungul dwelt the Tartars.
1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	739	When a man rides through that province seven days eastward towards Cathay, he finds many cities and castles.			Cathay					When a man rides through that province seven days eastward towards Cathay, he finds many cities and castles.
1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	740	 The inhabitants are Mohammedans, idolaters, and Christians ; 								 The inhabitants are Mohammedans, idolaters, and Christians ; 
1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	741	they carry on trade, and manufacture fine gilded cloths, called nascisi, with various kinds of silk cloth, and are subject to the great khan.		Khan						they carry on trade, and manufacture fine gilded cloths, called nascisi, with various kinds of silk cloth, and are subject to the great khan.
1	PART 1	50	On the Province of Tenduc, and of Gog and Magog	742	There is a city named Sindacui, with many manufactures of harness and trappings necessary for an army.			Sindacui					There is a city named Sindacui, with many manufactures of harness and trappings necessary for an army.
