chapterNo	chapterTitle	sectionNo	SentenceNo	sectionTitle	sentence	Marco Location	Person	Location	Travel verbs	VerbNet Travel	Narrate verbs	VerbNet Narrate	WordNet Narrate	FrameNet Narrate	WordNet Travel	FrameNet Travel	Voted Narrate	Voted Travel	Paper Narrate	Paper Travel
3	PART 1	47	Argon and Acomat contend for the Persian Empire	800	It was not long till he learned that Argon was marching against him with a very powerful force.		Argon		marching		marching		was,was		was,learned,was	was,was	was ,was			
3	PART 1	47	Argon and Acomat contend for the Persian Empire	801	He made no delay, nor showed surprise, but actively summoned his barons and troops ; 						made		made	showed	showed,summoned		showed	made		made
3	PART 1	47	Argon and Acomat contend for the Persian Empire	802	and in a week he had assembled a numerous body of cavalry, who all marched cheerfully against Argon, expressing their earnest desire to kill or take him.		Argon		marched		marched		take		had,assembled,expressing,take				expressing	
3	PART 1	47	Argon and Acomat contend for the Persian Empire	803	Soldan Acomat having thus assembled 60,000 horsemen, set out and marched full ten days without interruption, when he learned that Argon, with an equal force, was five days' journey distant.		Soldan Acomat,Argon		marched		marched		was		having,assembled,set,learned,was	was	was			
3	PART 1	47	Argon and Acomat contend for the Persian Empire	804	He pitched his camp and awaited the enemy in a large and beautiful plain, which seemed well adapted for the combat.															
3	PART 1	47	Argon and Acomat contend for the Persian Empire	805	He then summoned his people, and thus addressed them :-My lords, you know how well I am entitled to succeed my brother, being son of the same father, and having accompanied him in all his conquests.				accompanied	summoned,addressed	accompanied	accompanied	being		summoned,addressed,being,having	addressed,being	addressed ,being	accompanied	addressed	
3	PART 1	47	Argon and Acomat contend for the Persian Empire	806	Because Argon is son to Abaga, some think he ought to succeed ; 		Argon,Abaga													
3	PART 1	47	Argon and Acomat contend for the Persian Empire	807	but with all due respect to them, I consider this unjust.															
3	PART 1	47	Argon and Acomat contend for the Persian Empire	808	Even during my brother's life, I was reasonably entitled to half the kingdom, only through my mildness I allowed him the whole, but now I ought to succeed.								was		was	was,allowed	was			
3	PART 1	47	Argon and Acomat contend for the Persian Empire	809	I pray you then to defend my right against Argon, and preserve to us the rule; 		Argon								defend					
3	PART 1	47	Argon and Acomat contend for the Persian Empire	810	for I seek only the name and dignity, and leave to you the profit and possession of all.				leave		leave	leave	leave		leave			leave		leave
3	PART 1	47	Argon and Acomat contend for the Persian Empire	811	I need say no more to wise men, who love justice, and will do all things for the general honour and benefit.					say		do		say	say	say	say		say	
3	PART 1	47	Argon and Acomat contend for the Persian Empire	812	When the barons, chiefs, and soldiers heard this speech, they declared with one consent their resolution to adhere to him while they had breath, and defend him against all, and particularly Argon, whom they trusted they would capture and place in his hands.		Argon			declared				declared	declared,had,defend,place	declared	declared		declared	
3	PART 1	47	Argon and Acomat contend for the Persian Empire	813	When that prince learned that his rival was waiting for him with so great a multitude, he was much discomposed ;								was,was		learned,was,was	was,was	was ,was			
3	PART 1	47	Argon and Acomat contend for the Persian Empire	814	 he considered, however, how injurious it would be to show melancholy or fear, and the necessity of displaying valour and boldness.								be	show	considered,be,show	be	be ,show			
3	PART 1	47	Argon and Acomat contend for the Persian Empire	815	also how many great battles you fought with him, aiding him to conquer all his kingdom.															
3	PART 1	47	Argon and Acomat contend for the Persian Empire	816	He sent for his lords and counsellors, and having assembled a great number, thus addressed them :- My dear brothers and friends, you know well how tenderly my father loved you, regarding you while he lived as kindred and children ; 					addressed					sent,having,assembled,addressed	addressed	addressed		addressed	
3	PART 1	47	Argon and Acomat contend for the Persian Empire	817	Now I am the son of him who loved you so much, and to me you are equally dear; 															
3	PART 1	47	Argon and Acomat contend for the Persian Empire	818	I therefore trust you will aid me against the man who seeks, contrary to all right and reason, to disinherit me.															
3	PART 1	47	Argon and Acomat contend for the Persian Empire	819	Consider also, that he has forsaken our law and embraced that of Mohammed ; 		Mohammed								Consider					forsaken
3	PART 1	47	Argon and Acomat contend for the Persian Empire	820	it were fitting indeed that a Saracen should rule over the Tartar nation!								were		were	were	were			
3	PART 1	47	Argon and Acomat contend for the Persian Empire	821	Therefore, friends and brothers, I trust that you will willingly and heartily support me, and that each will display such valour, that the battle may be ours, and we may comfort ourselves by thinking that the right is on our side?.								be		be	be	be			
3	PART 1	47	Argon and Acomat contend for the Persian Empire	822	After this speech, each lord and chief thought to himself, that he ought rather to die than not strenuously endeavour to gain atriumph.															gain
3	PART 1	47	Argon and Acomat contend for the Persian Empire	823	While the rest were silent, one great lord arose and said :- Noble sire, we know fully the truth of what you have said, and I will now answer in the name of all now present, that while life remains in our bodies, we are ready to die rather than fail to conquer.					said,said,answer		arose	were	said,said	were,said,said,answer	were,said,said	said ,said ,said ,said ,were		said,said	
3	PART 1	47	Argon and Acomat contend for the Persian Empire	824	Victory, too, appears to us certain, since we are so greatly in the right, and our enemies in the wrong.															
3	PART 1	47	Argon and Acomat contend for the Persian Empire	825	I advise, then, that we march as soon as possible against the foe, and pray all our companions to display such valour, that their deeds may be spoken of over the whole world?.					spoken			be	spoken	pray,be,spoken	be,spoken	be ,spoken		spoken	
3	PART 1	47	Argon and Acomat contend for the Persian Empire	826	That brave man having concluded, all present assented, and eagerly desired battle.					concluded					having					
3	PART 1	47	Argon and Acomat contend for the Persian Empire	827	Next morning, Argon and his troops began their march, riding towards the plain on which their enemies were posted, and pitched their camp ten miles distant from that of Acomat.		Argon,Acomat		riding				riding,were		began,were,posted	were	were			
3	PART 1	47	Argon and Acomat contend for the Persian Empire	828	Argon now chose two intelligent men, in whom he greatly confided, and sent them to his uncle.		Argon							confided	confided,sent		confided		confided	
3	PART 1	47	Argon and Acomat contend for the Persian Empire	829	They mounted on horseback, went direct, and alighted at the pavilion of the soldan, whom they found with a numerous company of barons.		soldan		mounted,went		went	went	went,found			went		went		went
3	PART 1	47	Argon and Acomat contend for the Persian Empire	830	Being well acquainted, they saluted him courteously, and received a cheerful welcome.										Being,acquainted					
3	PART 1	47	Argon and Acomat contend for the Persian Empire	831	After some time, one of them rose and said,-Noble sire, your nephew Argon wonders greatly at your seizing his kingdom, and coming thus to fight against him.		Argon		coming		rose,coming	rose,coming	rose,coming					coming ,rose		coming
3	PART 1	47	Argon and Acomat contend for the Persian Empire	832	This is not good conduct, nor due from an uncle towards a nephew; 															
3	PART 1	47	Argon and Acomat contend for the Persian Empire	833	he therefore courteously prays you to abstain, and desiring neither war nor quarrel, will respect you as superior and father, both of himself and of the whole country?.										desiring,quarrel					
3	PART 1	47	Argon and Acomat contend for the Persian Empire	834	Acomat answered,-My lords messengers, my nephew is entirely mistaken ;		Acomat													
3	PART 1	47	Argon and Acomat contend for the Persian Empire	835	 the land is mine, I conquered it along with his father.															
3	PART 1	47	Argon and Acomat contend for the Persian Empire	836	If he will consent, I will make him a great lord, endowing him with spacious estates, treating him as my son and the highest under myself; 						make		make		treating			make		make
3	PART 1	47	Argon and Acomat contend for the Persian Empire	837	otherwise, be assured, I will endeavour to put him to death?.								be	assured	be,assured,put	be	assured ,be		assured	
3	PART 1	47	Argon and Acomat contend for the Persian Empire	838	The envoys then asked repeatedly, if they could hope for no other determination.					asked				asked	asked		asked			
3	PART 1	47	Argon and Acomat contend for the Persian Empire	839	He replied, never in his lifetime.					replied				replied	replied		replied			
3	PART 1	47	Argon and Acomat contend for the Persian Empire	840	They then departed, and rode to the camp of their lord, alighted at the tent, and told him his uncle's declaration.				departed,rode	told	departed,rode	departed,rode	departed,rode	told	told	told	told	departed ,rode	told	departed
3	PART 1	47	Argon and Acomat contend for the Persian Empire	841	Argon was greatly enraged, and said aloud in the hearing of all, that he would never live in comfort till the whole world had seen the signal vengeance he would take on his uncle.		Argon			said		seen	was,take	said	was,said,had,seen,take	was,said	said ,was		said	seen
