Unnamed: 0	chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs	VerbNet Travel	VerbNet Narrate
1033	3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1034	but his people being less numerous, he could not assemble an equal army; 				being,assemble	being,assemble		
1034	3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1035	however it was very powerful.				was	was		
1035	3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1036	When Toctai was fully ready to take the field, he set out, leading with him, I assure you, two hundred thousand horsemen.		Toctai		was,take,set,leading	was,take,set,leading		
1036	3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1037	He rode on to the large and beautiful plain of Nerghi, and there pitched his camp.			Nerghi	rode,pitched	rode,pitched	rode	
1037	3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1038	Hither also came the two sons of Totamangu, with a noble company of men, to avenge the death of their father.		Totamangu		came,avenge	came,avenge	came	
1038	3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1039	Now let us turn to Nogai, who on learning his approach set out with all his troops, and, without doubt, they were upwards of 150,000 horsemen, all good and valiant, better men at arms than those of the enemy.		Nogai		let,turn,learning,set,were	let,turn,learning,set,were		
1039	3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1040	Two days after, he arrived and pitched his camp at ten miles distance.				arrived,pitched	arrived,pitched	arrived	
1040	3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1041	On both sides were seen very rich tents and pavilions of cloth of gold, fully displaying the wealth of these kings.				were,seen,displaying	were,seen,displaying		
1041	3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1042	They then waited a short time on the plain for refreshment and repose.				waited	waited		
1042	3	PART 1	60	Great Battle	1043	Toctar now assembled his people, and spoke as follows :- My lords, we have come to fight King Nogai, and with great reason, since all this feud and enmity have arisen from his not coming to account for his conduct to the sons of Totamangu.		Toctar,Nogai,Totamangu		assembled,spoke,come,fight,arisen,coming,account	assembled,spoke,come,fight,arisen,coming,account	come,coming	spoke
1043	3	PART 1	60	Great Battle	1044	Since then his behaviour is thus unreasonable, we must feel good courage and hope of conquest ; 				feel	feel		
1044	3	PART 1	60	Great Battle	1045	and I earnestly pray that each man be valiant, and strive to carry destruction and death among the enemy.				be,carry	be,carry		
1045	3	PART 1	60	Great Battle	1046	The other, too, thus addressed his men :.Noble friends and brethren, you know how many great and hard battles we have gained, and against better men than now oppose us;				addressed,gained	addressed,gained		
1046	3	PART 1	60	Great Battle	1047	 therefore you may feel assured of victory.				feel,assured	feel,assured		
1047	3	PART 1	60	Great Battle	1048	Besides, we are fully in the right, and he in the wrong ; 							
1048	3	PART 1	60	Great Battle	1049	for, as you know well, he is not my lord, nor entitled to call me to his court to give an account to others.				entitled,call,give	entitled,call,give		
1049	3	PART 1	60	Great Battle	1050	 I say no more, but pray every one to perform such exploits, that the whole world may admire them, and your name may always strike terror.				pray,perform,admire,strike	pray,perform,admire,strike		
1050	3	PART 1	60	Great Battle	1051	The two kings, having thus spoken, made no delay in forming their order of battle.				having,spoken,made,forming	having,spoken,made,forming		spoken
1051	3	PART 1	60	Great Battle	1052	The first drew out twenty squadrons, and his enemy fifteen, of 10,000 men each, with good captains and conductors.				drew	drew		
1052	3	PART 1	60	Great Battle	1053	Having rode on to within bow-shots, and the naccar having sounded, they rushed forward and discharged their arrows, when many horses and riders fell dead, loud cries arose, and tears were shed.				Having,rode,having,sounded,rushed,discharged,fell,arose,were,shed	Having,rode,having,sounded,rushed,discharged,fell,arose,were,shed	rode	
1053	3	PART 1	60	Great Battle	1054	Afterwards they all advanced with sword and spear ;				advanced	advanced	advanced	
1054	3	PART 1	60	Great Battle	1055	 hands, heads, and arms were cut off ; 				were,cut	were,cut		
1055	3	PART 1	60	Great Battle	1056	knights fell dead and wounded to the earth ; 				fell,wounded	fell,wounded		
1056	3	PART 1	60	Great Battle	1057	the cries, noise, and clashing of arms, would have drowned the loudest thunder.				have,drowned	have,drowned		
1057	3	PART 1	60	Great Battle	1058	Never almost was there a battle in which such numbers fell ; 				was,fell	was,fell		
1058	3	PART 1	60	Great Battle	1059	but the greater loss was on the side of Toctai, for his adversary had better men-at-arms.		Toctai		was,had	was,had		
1059	3	PART 1	60	Great Battle	1060	The two sons of Totamangu displayed great prowess, striving to the utmost to avenge the death of their father; 		Totamangu		displayed,striving,avenge	displayed,striving,avenge		
1060	3	PART 1	60	Great Battle	1061	but it was in vain.				was	was		
1061	3	PART 1	60	Great Battle	1062	The battle, in short, was most bloody and dreadful; 				was	was		
1062	3	PART 1	60	Great Battle	1063	many who in the morning were alive and vigorous, during the day fell slain, and many happy wives were made widows.				were,fell,slain,were,made	were,fell,slain,were,made		
1063	3	PART 1	60	Great Battle	1064	Toctai strove with all his might to support his people and his honour, and displayed indeed a prowess worthy to be praised by the whole world.		Toctai		support,displayed,be,praised	support,displayed,be,praised		
1064	3	PART 1	60	Great Battle	1065	He rushed amid the enemy like one that cared nothing for life or death, striking to right and left, rescuing his people when seized or taken.				rushed,cared,striking,left,rescuing,seized,taken	rushed,cared,striking,left,rescuing,seized,taken	left	
1065	3	PART 1	60	Great Battle	1066	He did much injury that day both to enemies and friends; 				did	did		
1066	3	PART 1	60	Great Battle	1067	of the one he killed a vast number, and the other, from his example, derived boldness to push against their foe, and thus met instant death.				killed,derived,push,met	killed,derived,push,met		
1067	3	PART 1	60	Great Battle	1068	Nogai, on his side, equally acted the hero; 		Nogai		acted	acted		
1068	3	PART 1	60	Great Battle	1069	he rushed among the enemy as the lion does among other wild beasts, casting down and killing all whom he encountered.				rushed,casting,killing,encountered	rushed,casting,killing,encountered		
1069	3	PART 1	60	Great Battle	1070	He threw himself among the thickest of the foe, and all fled before him like weak and timid animals.				threw,fled	threw,fled	fled	
1070	3	PART 1	60	Great Battle	1071	His troops emulated his valour ; but why make a long story !				emulated,make	emulated,make		
1071	3	PART 1	60	Great Battle	1072	The people of Toctai did every thing possible to support their honour, though in vain, for they had too good and stout men to deal with.		Toctai		did,support,had,deal	did,support,had,deal		
1072	3	PART 1	60	Great Battle	1073	They had suffered so much as to make it evident that if they remained they would all perish.				had,suffered,make,remained,perish	had,suffered,make,remained,perish		
1073	3	PART 1	60	Great Battle	1074	They therefore took to flight as quickly as they could, the victor with his troops pursuing and killing them in great numbers.				took,pursuing,killing	took,pursuing,killing		
1074	3	PART 1	60	Great Battle	1075	Thus have you heard how Nogai gained the battle, and be assured there died in it 60,000 men ; 		Nogai		heard,gained,be,assured,died	heard,gained,be,assured,died		
1075	3	PART 1	60	Great Battle	1076	but the other king escaped, as well as the two sons of Totamangu.		Totamangu		escaped	escaped	escaped	
1076	3	PART 1	61	Conclusion	1077	You have now been informed of all the actions of the Tartars and Saracens, of their customs, and of other countries throughout the world, so far as they could be searched out and discovered.				been,informed,be,searched,discovered	been,informed,be,searched,discovered		
1077	3	PART 1	61	Conclusion	1078	We have only declined saying any thing of the Black Sea and the surrounding provinces, although we fully explored them, because it would seemingly have been useless, and a repetition of what others relate every day.				declined,saying,explored,have,been	declined,saying,explored,have,been		saying
1078	3	PART 1	61	Conclusion	1079	The Venetians, the Genoese, the Pisans, and many other nations, are continually navigating it, so that every one knows the bordering countries.				navigating,bordering	navigating,bordering	navigating	
1079	3	PART 1	61	Conclusion	1080	You have been informed in a chapter at the beginning, of our departure from the great khan, and the trouble and solicitation which Maffio, Nicolo, and Marco had in obtaining his permission.		Khan,Maffio, Nicolo,Marco		been,informed,had,obtaining	been,informed,had,obtaining		
1080	3	PART 1	61	Conclusion	1081	You have learned also the accident whereby it was procured, without which we should have found it very difficult to return into our country.				learned,was,procured,have,found,return	learned,was,procured,have,found,return	return	
1081	3	PART 1	61	Conclusion	1082	But I believe it was the pleasure of God, that they might make known the great things that are in the world, and, as formerly declared in the preface, there never was a man, either Christian or Saracen, or Tartar or Pagan, who explored so much of the world as did Marco, the son of Nicolo Polo, that noble and great citizen of Venice.		Marco,Nicolo Polo	Venice	was,make,known,declared,was,explored,did	was,make,known,declared,was,explored,did		declared
