chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs	Travel Verb Phrases	Travel Noun Phrases
3	PART 1	55	Description of Russia and several adjacent Countries	952	But first let me tell you of a province lying between north and north-west, and bordering on Russia, named Lac, inhabited by a mixture of Christians and Saracens, and subject to a king.			Russia,Lac	let,tell,lying,bordering,named,inhabited	let,tell,lying,bordering,named,inhabited	let me tell you of a province lying between north and north-west , and bordering on Russia , named Lac , inhabited by a mixture of Christians and Saracens , and subject to a king,tell you of a province lying between north and north-west , and bordering on Russia , named Lac , inhabited by a mixture of Christians and Saracens , and subject to a king,lying between north and north-west , and bordering on Russia , named Lac , inhabited by a mixture of Christians and Saracens , and subject to a king,bordering on Russia , named Lac , inhabited by a mixture of Christians and Saracens , and subject to a king,named Lac , inhabited by a mixture of Christians and Saracens , and subject to a king,inhabited by a mixture of Christians and Saracens	me,you,north and north-west,Russia , named Lac , inhabited by a mixture of Christians and Saracens,Lac , inhabited by a mixture of Christians and Saracens ,,a mixture of Christians and Saracens
3	PART 1	55	Description of Russia and several adjacent Countries	953	The people carry on merchandise and manufactures, and have a vast variety also of valuable furs.							
3	PART 1	55	Description of Russia and several adjacent Countries	954	But now I must go back to Russia, and mention something that I had forgot.			Russia	go,mention,had,forgot	go,mention,had,forgot	go back to Russia , and mention something that I had forgot,mention something that I had forgot,had forgot,forgot	something
3	PART 1	55	Description of Russia and several adjacent Countries	955	It is so very extensive as to reach the ocean, where are isles on which pilgrim-falcons and gerfalcons are found, and carried to various parts of the world.				reach,found,carried	reach,found,carried	reach the ocean,found,carried to various parts of the world	the ocean,various parts of the world
3	PART 1	55	Description of Russia and several adjacent Countries	956	Now from Russia to Oroech is no great distance ; 			Russia,Oroech				
3	PART 1	55	Description of Russia and several adjacent Countries	957	but the extreme cold renders the journey very difficult.							
3	PART 1	55	Description of Russia and several adjacent Countries	958	This would be the time to speak of the Strait of Constantinople and the mouth of the Great Sea; 			Constantinople,Great Sea	be,speak	be,speak	be the time to speak of the Strait of Constantinople and the mouth of the Great Sea,speak of the Strait of Constantinople and the mouth of the Great Sea	the time to speak of the Strait of Constantinople and the mouth of the Great Sea,the Strait of Constantinople and the mouth of the Great Sea
3	PART 1	55	Description of Russia and several adjacent Countries	959	but on considering that many others have written on the subject, we shall omit them, and proceed to treat of the Tartars of the West, and the lords by whom they are ruled.				considering,written,omit,proceed,treat,ruled	considering,written,omit,proceed,treat,ruled	considering that many others have written on the subject,written on the subject,omit them , and proceed to treat of the Tartars of the West , and the lords by whom they are ruled,proceed to treat of the Tartars of the West , and the lords by whom they are ruled,treat of the Tartars of the West , and the lords by whom they are ruled,ruled	that many others,the subject,them,the Tartars of the West , and the lords
3	PART 1	56	Succession of Western Tartar Princes	960	The first lord of these Tartars was Sain, a very great and powerful king.		Sain		was	was	was Sain , a very great and powerful king	Sain , a very great and powerful king
3	PART 1	56	Succession of Western Tartar Princes	961	He conquered Russia, Comania, Alania, Lac, Mengiar, Zic, Gucia, and Gazaria.			Russia, Comania, Alania, Lac, Mengiar, Zic, Gucia,Gazaria	conquered	conquered	conquered Russia , Comania , Alania , Lac , Mengiar , Zic , Gucia , and Gazaria	Russia , Comania , Alania , Lac , Mengiar , Zic , Gucia , and Gazaria
3	PART 1	56	Succession of Western Tartar Princes	962	The inhabitants had all been Comanian ; but having no unity or connexion, lost their country, and were driven into various parts of the world, while those who remained became servants of this conqueror.				had,been,having,lost,were,driven,remained,became	had,been,having,lost,were,driven,remained,became	had all been Comanian ; but having no unity or connexion , lost their country , and were driven into various parts of the world , while those who remained became servants of this conqueror,been Comanian,having no unity or connexion,lost their country,were driven into various parts of the world , while those who remained became servants of this conqueror,driven into various parts of the world , while those who remained became servants of this conqueror,remained,became servants of this conqueror	all,no unity or connexion,their country,various parts of the world,servants of this conqueror
3	PART 1	56	Succession of Western Tartar Princes	963	After him reigned successively Patu, Barka, Mungletemur, Totamongur, and Toctai, the present sovereign.		Patu, Barka, Mungletemur, Totamongur,Toctai		reigned	reigned	reigned successively	
3	PART 1	56	Succession of Western Tartar Princes	964	Having thus recounted the kings of the Western Tartars, I will now describe a great battle fought between Alau, lord of the East, and Barka, lord of the West, with the occasion which led to it.		Alau,Barka		Having,recounted,describe,fought,led	Having,recounted,describe,fought,led	Having thus recounted the kings of the Western Tartars,describe a great battle fought between Alau , lord of the East , and Barka , lord of the West , with the occasion which led to it,fought between Alau , lord of the East , and Barka , lord of the West , with the occasion which led to it,led to it	a great battle,Alau , lord of the East , and Barka , lord of the West,it
3	PART 1	57	Dispute between Barka and Hoolaku	965	You must know that about the year 1261 there arose a great discord between these two monarchs.				know,arose	know,arose	know that about the year 1261 there arose a great discord between these two monarchs,arose a great discord between these two monarchs	that about the year 1261 there arose a great discord between these two monarchs,a great discord between these two monarchs
3	PART 1	57	Dispute between Barka and Hoolaku	966	It was about a province on their respective frontier which each desired and would not yield, but resolved to seize it and see who would oppose him.				was,desired,yield,resolved,seize,see,oppose	was,desired,yield,resolved,seize,see,oppose	was about a province on their respective frontier which each desired and would not yield , but resolved to seize it and see who would oppose him,yield,resolved to seize it and see who would oppose him,seize it and see who would oppose him,see who would oppose him,oppose him	a province,yield,it,him
3	PART 1	57	Dispute between Barka and Hoolaku	967	Thereupon they declared war, summoned their respective subjects, and made the greatest preparation almost ever known.				declared,summoned,made,known	declared,summoned,made,known	declared war , summoned their respective subjects , and made the greatest preparation almost ever known,summoned their respective subjects,made the greatest preparation almost ever known	war,their respective subjects,the greatest preparation almost ever known
