chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs	VerbNet Travel	WordNet Travel	FrameNet Travel	VerbNet Narrate	WordNet Narrate	FrameNet Narrate	Voted Narrate	Voted Travel	Paper Narrate	Paper Travel
3	PART 1	58	Great Battle between them	999	assuredly there had not for a long time been a battle in the world fought by such numerous armies.								been		had,been	been	been			
3	PART 1	58	Great Battle between them	1000	Alau, most brave and powerful in arms, showed himself this day worthy of ruling a kingdom and wearing a crown.		Alau							showed	showed		showed			
3	PART 1	58	Great Battle between them	1001	He displayed signal prowess in his own person, and by his example infused extraordinary courage into his men.										infused					
3	PART 1	58	Great Battle between them	1002	His achievements, indeed, astonished both friends and enemies ; 															
3	PART 1	58	Great Battle between them	1003	he appeared, not aman, but thunder and tempest.								appeared							
3	PART 1	58	Great Battle between them	1004	Barka, too, fought most bravely, and made himeelf worthy of the admiration of the whole world ; 		Barka				made		made					made		made
3	PART 1	58	Great Battle between them	1005	but it was all in vain ; 								was		was	was	was			
3	PART 1	58	Great Battle between them	1006	his men were either killed, or so overwhelmed and exhausted, that they could endure no longer.								were		were	were	were			
3	PART 1	58	Great Battle between them	1007	When evening arrived, they fied with their utmost speed.				arrived		arrived	arrived	arrived					arrived		arrived
3	PART 1	58	Great Battle between them	1008	The victor and his troops rapidly pursued, and after committing dreadful slaughter returned, threw aside their arms, and had their wounds washed and dressed.				pursued,returned		pursued,returned	pursued,returned	returned		returned,threw,had	dressed		pursued ,returned		returned
3	PART 1	58	Great Battle between them	1009	They were, indeed, quite overpowered and exhausted.								were		were	were	were			
3	PART 1	58	Great Battle between them	1010	The night was spent in repose, and next day he ordered all the dead bodies both of friends and enemies to be burned.								was,be		was,ordered,be	was,be	be ,was			
3	PART 1	58	Great Battle between them	1011	He then returned into his country with all the troops who survived the battle; 				returned		returned	returned	returned		returned			returned		returned
3	PART 1	58	Great Battle between them	1012	for I assure you, although he conquered, he had lost a vast number, yet still more had fallen on the opposite side.						fallen	fallen			had,had			fallen		
3	PART 1	58	Great Battle between them	1013	Having told you thus of Alau and his victory, we shall go on to treat of a battle between the Tartars of the west.		Alau		go	told	go	go	go	told	Having,told,treat	told,go	told	go	told	go
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1014	You must know that in this quarter the great lord of the Tartars was named Mongutemur, and he was succeeded by Tolobuga, a very young man.		Mongutemur,Tolobuga			named			was,was		know,was,named,was	know,was,was	know ,was ,was		named	
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1015	Totamangu, a powerful chief, aided by a king named Nogai,killed that prince and succeeded to the sovereignty.		Totamangu,Nogai			named					named				named	
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1016	He died, however, soon after, and in his room was elected Toctai, a very wise and able chief.		Toctai						was		was	was	was			
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1017	Meantime, two sons of the slain monarch having grown up to manhood, and being wise and prudent, assembled a large body of troops, and marched to the court of Toctai.		Toctai		marched		marched		being		having,being,assembled	being	being			
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1018	They went and threw themselves on their knees before him, when he bid them welcome, and desired them to rise.				went		went,rise	went,rise	went,rise		threw,bid,desired	went		rise ,went		went
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1019	The two youths then stood up, when the eldest began to speak thus :- Noble sire, we come as sons of Totamangu, who was killed by Tolobuga and Nogai.		Tolobuga,Nogai,Totamangu			speak			was	speak	began,speak,was	speak,was	speak ,was		speak	
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1020	The former being dead, we can say nothing ; 					say			being	say	being,say	being,say	being ,say		say	
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1021	but we seek vengeance on Nogai, and pray that you, as his rightful lord, make him appear and account for the death of our father.		Nogai				make		make,appear		pray,account			make	account	make
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1022	The youth was then silent, and Toctai, feeling that he had spoken truth, replied,-My noble friend, I will willingly do what you ask.		Toctai					do	was	spoken	was,had,spoken	was,spoken	spoken ,was		spoken	
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1023	He then sent two messengers with this injunction to Nogai, who laughed at it, and positively refused to come.		Nogai		come		come	come	come		sent			come		come
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1024	They rode back and reported this answer, when their master, much enraged, said in the hearing of all around him,- If God aid me, either Nogai shall obey my mandate, or I will march with all my men to destroy him.		Nogai		rode,march		rode,march	rode	rode	reported,said	reported,said	reported,said	reported ,said	rode	reported,said	
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1025	He then sent two other messengers, who rode to the court of the Tartar, presented themselves, and saluted him.				rode		rode	rode	rode		sent,presented			rode		
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1026	 He bid them welcome, when one of them said,-Noble sire, Toctai gives warning, that unless you come to his court to account for your conduct to the sons of Totamangu, he will march against you with all his people, and do you all the injury in his power ; 		Toctai,Totamangu		march		march				bid,account				account	
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1027	therefore be careful what you do in this business, and what message you send.								be		be	be	be			
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1028	The other wrathfully replied,-Gentlemen, return to your lord, and tell him from me, that I little dread the threatened war, and am ready to come and meet him half-way.				come	tell	come	come	come	tell	tell,threatened,meet	tell	tell	come	tell	come
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1029	The messengers, on hearing this speech, without delay set out, and rode till they came to their master, and told him all that Nogai had said.		Nogai		rode,came	said	rode,came	rode,came	rode,came	told,said	set,told,had,said	told,said	said ,told	came ,rode	told,said	came
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1030	Seeing that war was inevitable, he immediately sent his messengers to all his subjects, and summoned them to prepare and march against his adversary.				march		march	Seeing	was		Seeing,was,sent,summoned,prepare	was	was			
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1031	And what shall I say!					say				say	say	say	say		say	
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1032	He assembled the greatest armament in the world.										assembled					
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1033	When the Tartar prince heard this, he also made great preparations ;						made		made					made		made
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1034	but his people being less numerous, he could not assemble an equal army; 								being		being,assemble	being	being			
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1035	however it was very powerful.								was		was	was	was			
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1036	When Toctai was fully ready to take the field, he set out, leading with him, I assure you, two hundred thousand horsemen.		Toctai				leading	leading	was,take		was,take,set,leading	was	was	leading		
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1037	He rode on to the large and beautiful plain of Nerghi, and there pitched his camp.			Nerghi	rode		rode	rode	rode					rode		
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1038	Hither also came the two sons of Totamangu, with a noble company of men, to avenge the death of their father.		Totamangu		came		came	came	came					came		came
