chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs
3	PART 1	58	Great Battle between them	1012	for I assure you, although he conquered, he had lost a vast number, yet still more had fallen on the opposite side.				conquered,had,lost,had,fallen	conquered,had,lost,had,fallen
3	PART 1	58	Great Battle between them	1013	Having told you thus of Alau and his victory, we shall go on to treat of a battle between the Tartars of the west.		Alau		Having,told,go,treat	Having,told,go,treat
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1014	You must know that in this quarter the great lord of the Tartars was named Mongutemur, and he was succeeded by Tolobuga, a very young man.		Mongutemur,Tolobuga		know,was,named,was,succeeded	know,was,named,was,succeeded
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1015	Totamangu, a powerful chief, aided by a king named Nogai,killed that prince and succeeded to the sovereignty.		Totamangu,Nogai		aided,named,killed,succeeded	aided,named,killed,succeeded
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1016	He died, however, soon after, and in his room was elected Toctai, a very wise and able chief.		Toctai		died,was,elected	died,was,elected
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1017	Meantime, two sons of the slain monarch having grown up to manhood, and being wise and prudent, assembled a large body of troops, and marched to the court of Toctai.		Toctai		slain,having,grown,being,assembled,marched	slain,having,grown,being,assembled,marched
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1018	They went and threw themselves on their knees before him, when he bid them welcome, and desired them to rise.				went,threw,bid,desired,rise	went,threw,bid,desired,rise
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1019	The two youths then stood up, when the eldest began to speak thus :- Noble sire, we come as sons of Totamangu, who was killed by Tolobuga and Nogai.		Tolobuga,Nogai,Totamangu		stood,began,speak,was,killed	stood,began,speak,was,killed
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1020	The former being dead, we can say nothing ; 				being,say	being,say
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1021	but we seek vengeance on Nogai, and pray that you, as his rightful lord, make him appear and account for the death of our father.		Nogai		pray,make,appear,account	pray,make,appear,account
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1022	The youth was then silent, and Toctai, feeling that he had spoken truth, replied,-My noble friend, I will willingly do what you ask.		Toctai		was,feeling,had,spoken,do	was,feeling,had,spoken,do
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1023	He then sent two messengers with this injunction to Nogai, who laughed at it, and positively refused to come.		Nogai		sent,laughed,refused,come	sent,laughed,refused,come
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1024	They rode back and reported this answer, when their master, much enraged, said in the hearing of all around him,- If God aid me, either Nogai shall obey my mandate, or I will march with all my men to destroy him.		Nogai		rode,reported,said,aid,obey,march,destroy	rode,reported,said,aid,obey,march,destroy
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1025	He then sent two other messengers, who rode to the court of the Tartar, presented themselves, and saluted him.				sent,rode,presented,saluted	sent,rode,presented,saluted
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1026	 He bid them welcome, when one of them said,-Noble sire, Toctai gives warning, that unless you come to his court to account for your conduct to the sons of Totamangu, he will march against you with all his people, and do you all the injury in his power ; 		Toctai,Totamangu		bid,account,march	bid,account,march
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1027	therefore be careful what you do in this business, and what message you send.				be	be
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1028	The other wrathfully replied,-Gentlemen, return to your lord, and tell him from me, that I little dread the threatened war, and am ready to come and meet him half-way.				tell,threatened,come,meet	tell,threatened,come,meet
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1029	The messengers, on hearing this speech, without delay set out, and rode till they came to their master, and told him all that Nogai had said.		Nogai		set,rode,came,told,had,said	set,rode,came,told,had,said
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1030	Seeing that war was inevitable, he immediately sent his messengers to all his subjects, and summoned them to prepare and march against his adversary.				Seeing,was,sent,summoned,prepare,march	Seeing,was,sent,summoned,prepare,march
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1031	And what shall I say!				say	say
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1032	He assembled the greatest armament in the world.				assembled	assembled
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1033	When the Tartar prince heard this, he also made great preparations ;				heard,made	heard,made
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1034	but his people being less numerous, he could not assemble an equal army; 				being,assemble	being,assemble
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1035	however it was very powerful.				was	was
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1036	When Toctai was fully ready to take the field, he set out, leading with him, I assure you, two hundred thousand horsemen.		Toctai		was,take,set,leading	was,take,set,leading
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1037	He rode on to the large and beautiful plain of Nerghi, and there pitched his camp.			Nerghi	rode,pitched	rode,pitched
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1038	Hither also came the two sons of Totamangu, with a noble company of men, to avenge the death of their father.		Totamangu		came,avenge	came,avenge
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1039	Now let us turn to Nogai, who on learning his approach set out with all his troops, and, without doubt, they were upwards of 150,000 horsemen, all good and valiant, better men at arms than those of the enemy.		Nogai		let,turn,learning,set,were	let,turn,learning,set,were
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1040	Two days after, he arrived and pitched his camp at ten miles distance.				arrived,pitched	arrived,pitched
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1041	On both sides were seen very rich tents and pavilions of cloth of gold, fully displaying the wealth of these kings.				were,seen,displaying	were,seen,displaying
3	PART 1	59	Controversy between the Tartar Princes, Toctai and jogai	1042	They then waited a short time on the plain for refreshment and repose.				waited	waited
3	PART 1	60	Great Battle	1043	Toctar now assembled his people, and spoke as follows :- My lords, we have come to fight King Nogai, and with great reason, since all this feud and enmity have arisen from his not coming to account for his conduct to the sons of Totamangu.		Toctar,Nogai,Totamangu		assembled,spoke,come,fight,arisen,coming,account	assembled,spoke,come,fight,arisen,coming,account
3	PART 1	60	Great Battle	1044	Since then his behaviour is thus unreasonable, we must feel good courage and hope of conquest ; 				feel	feel
3	PART 1	60	Great Battle	1045	and I earnestly pray that each man be valiant, and strive to carry destruction and death among the enemy.				be,carry	be,carry
3	PART 1	60	Great Battle	1046	The other, too, thus addressed his men :.Noble friends and brethren, you know how many great and hard battles we have gained, and against better men than now oppose us;				addressed,gained	addressed,gained
3	PART 1	60	Great Battle	1047	 therefore you may feel assured of victory.				feel,assured	feel,assured
3	PART 1	60	Great Battle	1048	Besides, we are fully in the right, and he in the wrong ; 					
3	PART 1	60	Great Battle	1049	for, as you know well, he is not my lord, nor entitled to call me to his court to give an account to others.				entitled,call,give	entitled,call,give
3	PART 1	60	Great Battle	1050	 I say no more, but pray every one to perform such exploits, that the whole world may admire them, and your name may always strike terror.				pray,perform,admire,strike	pray,perform,admire,strike
3	PART 1	60	Great Battle	1051	The two kings, having thus spoken, made no delay in forming their order of battle.				having,spoken,made,forming	having,spoken,made,forming
3	PART 1	60	Great Battle	1052	The first drew out twenty squadrons, and his enemy fifteen, of 10,000 men each, with good captains and conductors.				drew	drew
3	PART 1	60	Great Battle	1053	Having rode on to within bow-shots, and the naccar having sounded, they rushed forward and discharged their arrows, when many horses and riders fell dead, loud cries arose, and tears were shed.				Having,rode,having,sounded,rushed,discharged,fell,arose,were,shed	Having,rode,having,sounded,rushed,discharged,fell,arose,were,shed
3	PART 1	60	Great Battle	1054	Afterwards they all advanced with sword and spear ;				advanced	advanced
