chapterNo,chapterTitle,sectionNo,SentenceNo,sectionTitle,sentence,Person,Location
1,PART 1,76,1177,Revenues of the Great Khan from Kin-sai and Manji,"The salt of that country yields to him in the year eighty tomans of gold, and each toman is 70,000 saiks, which amount to 5,600,000, and each saik is worth more than a gold florin ; ",,
1,PART 1,76,1178,Revenues of the Great Khan from Kin-sai and Manji,and is not this most great and wonderful!,,
1,PART 1,76,1179,Revenues of the Great Khan from Kin-sai and Manji,"In that country, too, there grows more sugar than in the whole world besides, and it yields a very large revenue.",,
1,PART 1,76,1180,Revenues of the Great Khan from Kin-sai and Manji,"I will not state it particularly, but remark that, taking all spices together, they pay 3 1/3 per cent , which is levied too on all other merchandise.",,
1,PART 1,76,1181,Revenues of the Great Khan from Kin-sai and Manji,"Large taxes are also derived from wine, rice, coal, and from the twelve arts, which, as already mentioned, have each twelve thousand stations.",,
1,PART 1,76,1182,Revenues of the Great Khan from Kin-sai and Manji,On every thing a duty is imposed ; and on silk especially and other articles is paid ten per cent.,,
1,PART 1,76,1183,Revenues of the Great Khan from Kin-sai and Manji,"But I, Marco Polo, tell you, because I have often heard the account of it, that the revenue on all these commodities amounts every year to 210 tomans, or 14,700,000 saiks, and that is the most enormous amount of money that ever was heard of, and yet is paid by only the ninth part of the province of Manji.",Marco Polo,Manji
1,PART 1,76,1184,Revenues of the Great Khan from Kin-sai and Manji,"Now let us depart from this city of Kin-sai, and go to another called Tam-pin-gui.",,"Kin-sai,Tam-pin-gui"
1,PART 1,77,1185,Tam-pin-gui and other Cities,"When a man departs from Kin-sai, and goes a day to the south-east, he finds always most pleasant houses and gardens, and all the means of living in great abundance.",,Kin-sai
1,PART 1,77,1186,Tam-pin-gui and other Cities,"At the end of the day he discovers the city already named,which is very large and beautiful, and is dependent on Kin-sai.",,Kin-sai
1,PART 1,77,1187,Tam-pin-gui and other Cities,"The people are subject to the khan, use paper money, are idolaters, and burn the bodies of their dead in the manner already described.",khan,
1,PART 1,77,1188,Tam-pin-gui and other Cities,"They live by merchandise and arts, and have an ample supply of provisions.",,
1,PART 1,77,1189,Tam-pin-gui and other Cities,"And when a man goes three days to the south-east, seeing very large cities and castles, and much trade, he comes to the city of Un-gui,under the government of Kin-sai, and otherwise like the former.",,"Un-gui,Kin-sai"
1,PART 1,77,1190,Tam-pin-gui and other Cities,"When he departs from Un-gui and goes two days south-east, he every where perceives towns and castles, so that he seems to be going through a city.",,Un-gui
1,PART 1,77,1191,Tam-pin-gui and other Cities,Every thing is in abundance ; ,,
1,PART 1,77,1192,Tam-pin-gui and other Cities,"and here are the largest and longest canes in all the country, for know that some are four palms in circuit and fifteen paces long.",,
1,PART 1,77,1193,Tam-pin-gui and other Cities,"At the end of the two days he comes to Chen-gui,which is large and beautiful.",,Chen-gui
1,PART 1,77,1194,Tam-pin-gui and other Cities,"The people, who are idolaters, are under the great khan and the jurisdiction of Kin-sai, and have abundance of silk and provisions.",khan,Kin-sai
1,PART 1,77,1195,Tam-pin-gui and other Cities,"In going four days south-east he finds citiesand castles, and all things in the utmost plenty.",,
1,PART 1,77,1196,Tam-pin-gui and other Cities,"There are birds and beasts for the chase, with lions very large and fierce.",,
1,PART 1,77,1197,Tam-pin-gui and other Cities,"Throughout all the province of Manji there are neither sheep nor lambs, but oxen, goats, and hogs in great variety.",,Manji
1,PART 1,77,1198,Tam-pin-gui and other Cities,"At the end of the four days he finds Cian-cian, a town situated on a mountain, which divides the river into two parts, each flowing in a different direction.",,Cian-cian
1,PART 1,77,1199,Tam-pin-gui and other Cities,The people are like the former ; ,,
1,PART 1,77,1200,Tam-pin-gui and other Cities,"and, at the end of three days more we reach the city of Can-giu, large and beautiful ; ",,Can-giu
1,PART 1,77,1201,Tam-pin-gui and other Cities,and this is the last under the jurisdiction of Kin-sai; ,,Kin-sai
1,PART 1,77,1202,Tam-pin-gui and other Cities,"for now commences another kingdom, which is one of the nine parts of Manji, and is called Fu-gui.",,"Manji,Fu-gui"
1,PART 1,78,1203,The Kingdom of Fu-gui,When a man goes from the last-mentioned city of Kinsai he enters the kingdom of Fu-gui ;,,"Kinsai,Fu-gui"
1,PART 1,78,1204,The Kingdom of Fu-gui,"and, after travelling seven days, he finds houses and villages, the inhabitants of which are all idolaters,and under the jurisdiction of Fu-gui.",,Fu-gui
1,PART 1,78,1205,The Kingdom of Fu-gui,"They have provisions in great abundance, with numerous wild beasts for hunting ; also large and fierce lions.",,
1,PART 1,78,1206,The Kingdom of Fu-gui,"They have ample supplies of ginger and galanga, so that for a Venetian grosso you can buy eighty pounds.",,
1,PART 1,78,1207,The Kingdom of Fu-gui,"And there is a fruit or flower having the appearance of saffron, and though not really so, yet of equal value, being much employed in manufacture.",,
1,PART 1,78,1208,The Kingdom of Fu-gui,"They eat the flesh of the filthiest animals, and even that of aman, provided he has not died a natural death ; ",,
1,PART 1,78,1209,The Kingdom of Fu-gui,"but if he has been killed, they account his flesh extremely delicate.",,
1,PART 1,78,1210,The Kingdom of Fu-gui,"When they go to war they cut their hair very close, and paint their faces an azure colour like the iron of a lance.",,
1,PART 1,78,1211,The Kingdom of Fu-gui,They fight all on foot except their chief ; ,,
1,PART 1,78,1212,The Kingdom of Fu-gui,"and are the most cruel race in the world, because they go about the whole day killing men, drinking their blood, and eating their flesh.",,
1,PART 1,79,1213,Of the Cities of Que-lin-fu and Un-quem,"In the middle of these seven days you come to a city called Que-lin-fu,which is very large and beautiful, subject to the great khan.",khan,Que-lin-fu
1,PART 1,79,1214,Of the Cities of Que-lin-fu and Un-quem,"It has three bridges, the largest and most magnificent in the world; ",,
1,PART 1,79,1215,Of the Cities of Que-lin-fu and Un-quem,"for each is a mile long and ten paces broad, and all supported by columns of marble.",,
1,PART 1,79,1216,Of the Cities of Que-lin-fu and Un-quem,"The people live by merchandise and arts, and have abundance of silk and ginger.",,
1,PART 1,79,1217,Of the Cities of Que-lin-fu and Un-quem,The ladies here are very beautiful.,,
1,PART 1,79,1218,Of the Cities of Que-lin-fu and Un-quem,"They have another strange thing, hens that have no feathers, but skins like a cat.",,
1,PART 1,79,1219,Of the Cities of Que-lin-fu and Un-quem,"They lay eggs like those of our hens, and are very good eating.",,
1,PART 1,79,1220,Of the Cities of Que-lin-fu and Un-quem,"And in the remainder of the seven days' journey we discover many cities and castles, merchants and merchandise, and men of art.",,
1,PART 1,79,1221,Of the Cities of Que-lin-fu and Un-quem,"There are lions, great and fierce, doing much injury to the passengers, who on this account cannot travel without imminent danger.",,
1,PART 1,79,1222,Of the Cities of Que-lin-fu and Un-quem,"At the end of the journey is found a city called Un-quem, where there is made such a quantity of sugar, that the whole court of the khan is thence supplied, which is worth a vast treasure.",khan,Un-quem
1,PART 1,79,1223,Of the Cities of Que-lin-fu and Un-quem,"Beyond it is the large city of Fu-gui, capital of this kingdom.",,Fu-gui
1,PART 1,80,1224,Of the Cities of Que-lin-fu and Un-quem,"Fu-gui,as just stated, is the capital of the kingdom of Con-cha, which is one of the nine parts of Manji.",,"Fu-gui,Con-cha,Manji"
1,PART 1,80,1225,Of the Cities of Que-lin-fu and Un-quem,In that city is much merchandise and art ; ,,
1,PART 1,80,1226,Of the Cities of Que-lin-fu and Un-quem,"the people are idolatrous, and subject to the great khan.",khan,
1,PART 1,80,1227,Of the City of Fu-gui,"He keeps there a strong army, because the towns and castles often revolt, and whenever they do so the troops hasten thither, take and destroy them.",,
1,PART 1,80,1228,Of the City of Fu-gui,Through the middle of that city flows a river a mile broad; ,,
